"nome_do_funcionario","item_comprado","valor_em_real","data_da_compra"
"Jung Hwa Cho","Michele","16.43","2024-05-21 10:01:47"
"Cecilia Kwakye","Não há compras de material para uso do governo","0.0","2024-07-04 08:23:56"
"Edmund","Government","12.0","2024-04-15 14:36:43"
"Mrs. Yolanda Lakin","Hospital","190.92","2024-02-11 00:18:36"
"KALISKI, KELLY","THOMPSON, STEPHEN","1624.78","2024-12-17 10:49:16"
"Mrs. Sheila P. Humphreys","Earrings","42.0","2024-04-13 19:37:43"
"Mohammadshoaib Khan","CROW","1.35","2024-12-28 00:00:00"
"Masakhiwa Elinah","Purchase of food for public servants","41.25","2024-03-22 17:00:23"
"Shaheen Ahmad","Bread","3.0","2024-09-09 10:16:36"
"WILLIAM","Serviços de transporte","1.0","2024-11-30 12:15:18"
"Tom MacLaren","Government","132.65","2024-05-16 19:20:41"
"SANDRA","Fogão","2007.71","2024-06-30 00:52:42"
"Umar","Hospital","14.0","2024-12-31 19:39:30"
"EUGENE KWOK WAI","Grocery","28.65","2024-11-23 22:02:13"
"Ibrahim, Charles","Itel 15.6inch Core i5 11th Gen 8GB 256GB SSD 1080p HD Ready Office Laptop","1151.71","2024-07-26 11:21:07"
"Olufemi Akindele","Office Supplies","334.0","2024-10-08 14:48:07"
"JÃ©rÃ´me SIMARD","BÃºsqueda por Internet (Searching the Web)","0.0","2024-03-26 10:49:55"
67099,"233 - PROVAS DE AVALIAÇÃO - PROJETO SINES","25.0","2024-05-19 10:44:03"
"Fahad Al-Awadhi","Government","14.45","2024-10-03 11:57:26"
"Мухамадеев, Абдусалам","Спички","2.1","2024-05-24 10:49:34"
"Kasrul Hisham","Coffee","2.2","2024-07-29 18:14:56"
"John Tanner","Papel Higienico 12 Regul. 1000","20.0","2024-09-02 16:16:15"
"MRS. M. E. NWAFOR","OFFICE STAPLER","17.59","2024-01-12 18:53:28"
"Григорьев Виктор Михайлович","Расход средств на предоставление услуг и выплату пенсий и других пособий по труду (представительство на территории Республики Беларусь)","242.04","2024-07-16 13:26:43"
"Deborah Ellen","Government","821.84","2024-09-26 11:37:00"
"Nyasha","Safety shoes","120.0","2024-10-12 19:14:18"
"Mr. Sharif Ahmed","Government of India","194.0","2024-01-20 11:28:43"
"Sovita, Vivek","Mobile","136.0","2024-07-21 16:52:43"
"Ram Kumar","Laptop","2528.6","2024-06-14 15:09:01"
"Renee Benoit","Office Supplies & Equipment","12.8","2024-09-07 09:05:58"
"KIRIATTI GANESH","Ramen noodles","1.68","2024-08-05 14:35:04"
"DENNIS GORE","CNC 425 CNC Router","224.0","2024-08-12 16:43:35"
"Serghei","Item purchased for government","129.43","2024-09-21 22:51:28"
"Emmanuel Baidoo","Mobile phone","1208.0","2024-06-21 11:39:48"
"Joseph Tembo","Liquid Petroleum Gas (LPG)","276.5","2024-08-13 08:26:15"
"SINCLAIR, BRENDA","CASA","18736.0","2024-09-24 12:12:14"
"Deborah L. Heil","Materiais para construção e reforma de estruturas de madeira","17.41","2024-04-03 15:09:55"
"Mrs. Patricia Hodges","Graphite pencils","10.0","2024-08-22 06:51:10"
"ചി.പന്നുത്തിപ്പുരം","Cabinet Maintenance / Paint Work","1.29","2024-06-15 12:08:15"
"PUBLIC SERVICE_OFFICER_0004","PUBLIC SERVICE_ITEM_0008","0.53","2024-12-29 17:11:37"
"Houtan Hosseinbaigi","[{'id': 948, 'name': 'Papel para impressão', 'quantity': 1, 'unit': 'Kg', 'total': 2.39}]","2.39","2024-08-01 09:15:47"
"Jonathan A JONES","Cinnamon","11.15","2024-03-27 11:35:16"
"Ayotunde Olasunkanmi","Warehouse and Stores Clerk","729.0","2024-06-24 09:43:16"
"ROBERTS, Pierre J","Horizontal ruler","7.26","2024-01-01 09:13:16"
"MARCELO ROBERTO GONZALEZ","FRETE PAGANDO FRETE","15.0","2024-04-21 13:51:39"
"Ziad Abdel-Kader","Servidores públicos","239.0","2024-12-17 15:52:33"
"M. J. A. M.","Portaria","178.0","2024-06-04 11:45:16"
"Adenike Ayobami","Office supplies","1.0","2024-05-27 17:04:16"
"DELIA CLARA","Alimentação","10.0","2024-05-15 14:40:07"
"Ajay Kumar","Yes","118.43","2024-03-08 14:12:19"
"Nakornchanok Suthi","鈥淗瑟诺诺鈥搏臺诣鈥搏舰玝舜玝舜鈥瑟诃鈥瑟","6.45","2024-09-03 08:18:52"
"Tiffany Lin","Cancelled","120.84","2024-07-02 14:49:18"
"Dickson Robert","Interno de escritório/almofada","73.0","2024-06-21 12:16:29"
"Mr. Arjun Singh Chauhan","Apple iPhone XR 64 GB Black - Unlocked - Fully Tested & Working (Mint Condition)","3959.99","2024-03-07 02:38:39"
"Mr. Ọlabisi Olúwafúnmi","Samsung Galaxy S II 32 GB","2026.0","2024-01-02 15:01:29"
"BIANCA","Serviços de Telefonia","65.0","2024-12-31 14:18:17"
"JÁNOS SÁNDOR","ALIMENTAÇÃO DO FUNCIONÁRIO (FOOD FOR THE EMPLOYEE)","10.1","2024-08-09 18:13:48"
"RODRIGO, FERNANDO","Cozinha","10.47","2024-04-03 12:55:02"
"Fatima","Desenvolvimento de Software","180.0","2024-01-01 00:00:00"
"Maria Pawelczyk","Falha na conexão","1.92","2024-08-27 08:16:59"
"Juan Carlos Rivera","Portão com relógio","1380.0","2024-08-31 12:54:43"
"Hayat, N","Fórmula Antigas 31","25.0","2024-12-10 10:40:08"
"S. PRAKASH","Produto 510","182.0","2024-01-01 00:00:00"
"Emmanuel Ugochukwu","Office Furniture","12.3","2024-06-28 10:36:55"
"Faizan Khan","Fuel Purchase","38.82","2024-05-24 14:52:25"
"Mbirimi Anesu","YOUTUBE SUBSCRIPTION & NEWSLETTER","10.89","2024-04-03 10:19:36"
"Mohammad Hossein Gholami","Escritorio","129.0","2024-03-15 22:21:12"
"John Kwesi","Fuel","175.0","2024-09-28 11:20:10"
"Mr. Caio Lopez","TV","470.49","2024-02-01 00:00:00"
"Dr. Trevor Chickering","Notebook computer","2224.0","2024-09-01 17:57:26"
"Michael R Phillips","Desktop computer","1205.0","2024-05-25 02:10:19"
"Magdalena Panda","N/A","1.0","2024-09-14 14:45:49"
"S.R.","Alimentação","40.0","2024-02-03 15:14:34"
"Dr. Mariam Kotwal","15.000,00","15.0","2024-05-17 14:05:00"
"Kuin Yan","Desenvolvimento de sistemas","1167.0","2024-03-16 14:28:11"
"VASILIUS KISSIKIS","Gabinete Estatístico","696.0","2024-10-24 18:35:09"
"Cameron, Bernadette","Charcoal","119.0","2024-08-12 17:18:50"
"Zhukovsky","Sports shoes","991.0","2024-08-02 01:26:25"
"Ting Wang",16040000352,"0.0","2024-06-29 10:03:20"
"Mrs. Aishwarya","Rice","3.0","2024-10-27 10:10:07"
"L. A. St GEORGE","Bonus","137.5","2024-06-24 08:34:12"
"A.Tondi","Carro com ar condicionado","1778.0","2024-06-12 16:32:06"
"Kobina","30% discount on self-service laundry","41.0","2024-02-16 02:54:25"
"FRANCO PINHEIRO LUTZ","Administrative or technical service","215.0","2024-01-11 11:20:33"
"PUBLIC_SERVANT_125","BALD WINDOW","49.95","2024-06-16 23:10:00"
"James S.","Living Room Furniture","5978.0","2024-03-15 09:56:18"
"Bell, Geoffrey","Stationery","4.39","2024-06-13 16:16:42"
"Robert","ELETRONICOS E EQUIPAMENTOS DE INFORMATICA","1236.64","2024-04-04 12:00:00"
"YONG FANG","Biscuits","12.08","2024-05-29 11:14:58"
"A.A.Abdullahova","Purchase for family","110.0","2024-08-12 14:39:12"
"Josephine Sometimes","Keyboard","362.67","2024-05-15 10:39:59"
"Kannan G","Gasoline","227.4","2024-05-06 17:13:08"
"Susan Tolefree","Escritório de computador","1398.0","2024-03-16 14:18:30"
"Hüseyin","Bomba de Gás","677.0","2024-09-16 08:58:01"
"Harry Harold","paper","500.0","2024-01-04 15:01:52"
"STEPHEN, ADEBISI","Food","94.58","2024-05-28 16:11:38"
"Mr. K. Chinasamy","sandwich","4.75","2024-01-16 08:04:37"
"Burak SAYIN","Tabela de 4 camadas 50x50x50x50cm","241.18","2024-09-19 14:46:35"
"Peter Grimes","A4 - Projeto de Automação de Processos - Arquitetura de Software","149.86","2024-07-08 12:33:32"
"Kelvin John","PACOTE COLORIR 48 CORES","24.0","2024-08-18 15:01:44"
"Abubakar, Abdul","24'x24'x4' (610x610x1219) Blue Tarpaulin","205.0","2024-04-18 15:11:18"
"Mrs. Tang Jing","ELETRONICOS-COMPUTADOR-NOTEBOOK","1599.0","2024-03-06 11:47:01"
"김진모","육류","298.48","2024-05-11 13:38:13"
"GREGORY WILLIAMS","Fuel","57.81","2024-07-23 19:35:11"
"JONATHAN EZEKIEL","Electronic equipment","965.0","2024-01-18 17:14:08"
"Mr. Venkatesh R","Rink Rinky Dink","185.0","2024-01-24 12:49:37"
"Rafael","Escritório","263.0","2024-12-13 11:11:02"
"Peter Pan",2016,"72.82","2024-11-29 14:46:01"
"Mary O'Hara","Canned beans","24.9","2024-08-13 11:05:49"
"Joseph Kiminini","Construction","201020.0","2024-08-13 10:00:00"
"James","Expenses","126.0","2024-04-20 13:42:09"
"James Dunn","Fundamentos de Segurança do Trabalho e Prevenção de Acidentes","15.91","2024-04-06 12:18:50"
"FABRICE CARTRON","Labtop","5281.0","2024-03-15 16:07:28"
"ZVANA, VICTORIA ACHI","CORREIO INTERNACIONAL","8.42","2024-07-27 12:03:41"
"James Peter","Government","85.0","2024-05-04 08:30:26"
"Sarah Johnson","Social Security","13.02","2024-04-28 20:23:19"
"Mrs. Alison Watts","Emergency Services","158.04","2024-06-14 20:45:58"
"John","Computer Monitor","1463.0","2024-09-08 15:48:20"
"Preston G. Ferguson","Military equipment","482.0","2024-12-19 06:57:40"
"NDUMAH CHUKWUEMEKA","Chair","38.0","2024-08-09 14:22:24"
"Dudley","Gasoline","89.0","2024-09-09 19:13:52"
"Adamski, Rafal","Dell Optiplex 7040 SFF","2340.0","2024-01-16 14:03:19"
"FINANCIAL CONTROLLER","PNEUMATIC WRENCHES","102.98","2024-06-08 13:50:17"
"MILAN S","Cable Crossover (Rodada - 25kg)","437.96","2024-01-23 09:57:54"
"Herminio Joaquim da Silva","Dental Floss - 10 m","14.45","2024-10-30 02:40:14"
"Ludmila Narcissa","Servi├žos de Telecomunica├ž├úes","11.23","2024-03-21 09:06:29"
"Lawrence Z","BLACK THUNDER IRON MAN BOOK 2018 EDITION","105.0","2024-12-10 17:55:10"
"Thomas T.","Duracell 9.5V 1.500 mA Alkaline battery","21.0","2024-01-29 12:32:54"
"WILLIAM THOMAS","TRATAMENTO DE CĂMARAS SONORAS","387.99","2024-06-11 16:12:42"
"JOSEPHINE BELL","SANDAL","187.99","2024-06-24 12:54:50"
"CID:481921391","Medicamento","19.9","2024-08-27 10:10:35"
"Adeniyi Ogunsola","Insurance","520.0","2024-02-22 16:18:49"
"Ms. Ursula Oberbrunner","Office furniture","231.0","2024-02-01 15:24:45"
"José Luis Díaz","BICICLETA","2098.0","2024-08-10 11:22:19"
"Daljeet Singh","LUGAR DE TRABALHO","1400.0","2024-08-01 16:56:24"
"KITCHENS, NICOLA","Office supplies","17.78","2024-04-05 18:13:17"
"Amar K Singh","Electronics/Computer/Accessories","149.9","2024-01-20 21:26:33"
"YU-JIN WANG","Celular Nokia 3310","692.0","2024-01-13 20:57:45"
"M. N. M. Naseeb","Máquina de costura","134.0","2024-06-10 16:33:43"
"Raúl Ricardo Barrera","bomba de janelas e portas","52.81","2024-06-09 15:21:25"
"Smith, Victoria M","Taxi","3.95","2024-04-12 18:37:33"
"Phillip Skinner","Tires","2820.0","2024-01-14 16:37:56"
"Tan, Yong Chin","Furniture","152.79","2024-11-18 10:51:56"
"Krishna Khairnar","Nike Air Max 270 React Men Fashion Sneakers","1199.0","2024-01-10 17:15:39"
"Kajal Galsadia","Mobiles and Tablets","2792.18","2024-06-13 18:39:11"
"Damir Saric","ART111221","46.35","2024-05-18 14:37:41"
"Mr. Kyle Poots","Dry Food for 1 Person 1 Month","169.72","2024-08-25 12:29:55"
"DANIEL, WILLIAM","BACILLUS SUBTILIS: CORP","38.56","2024-01-01 00:00:00"
"PRETTY, SARAH","Aspirador de pó","447.0","2024-01-19 12:32:24"
"MARIA JOSE MARIN","HONDA FIT 2019 AX-1","41199.0","2024-04-16 13:33:16"
"Oyenanlan, Abimbola","Paying School Fees","24.0","2024-02-14 12:54:44"
"MRS. F.A. M.","ALMOCO - NOVO HORARIO","19.48","2024-11-08 16:30:24"
"Mohamad Hesham Mohamad","Sitio de internet","49.0","2024-11-22 13:35:10"
"GRESHANE SEDGWICK","Placa","449.99","2024-01-29 21:15:36"
"Derek Zamora","Laptop","928.97","2024-06-11 15:22:50"
"christopher w smith","MICROONDAS MARELLO M2520 22 LITROS C2520/20002516","309.0","2024-04-01 00:35:03"
"Lynette Lund","Laptop","3299.0","2024-08-10 15:48:49"
"Ken Chan","Government","12.65","2024-10-02 15:34:23"
"Luis Diego Hernandez Guzman","2017.50","1839.0","2024-04-21 13:53:40"
"Nicola Grafton","Technology","2.7","2024-02-24 10:54:49"
"Mrs Supriya Rai","Supplies","131.13","2024-05-21 14:39:49"
"Mr. XX B Wang","Golden Teacup Ceramic Cup","2.4","2024-02-17 02:57:23"
"ADEKUNLE OLUWASEGUN",48142747201,"238.44","2024-01-01 10:09:56"
"Margarita Jurjevna Kuzmina","владивосток","462.0","2024-01-18 07:42:23"
"Mr. Ejaz Amin","Office supplies","36.82","2024-12-14 14:20:42"
"Sandra V","Cesta de Compras: Bandeira e Bandeirinha do Brasil - A4","349.99","2024-05-11 17:39:30"
"Rodrigo Correia da Costa","Secretaria de Estado da Saúde","10945.0","2024-03-14 16:03:40"
"Pamela","Government","510.0","2024-07-17 14:56:35"
"Beatriz A.","Ladrillos para pavimento","26.66","2024-12-27 08:41:21"
"GONZALEZ, MIKE","Mupirocin Cream 2% -10g","11.36","2024-06-29 19:55:46"
"Supreet Kaur","Government","55.0","2024-02-10 15:42:32"
"Tony Cole","BLOCO DE USINA DE GASES","212.0","2024-04-21 19:23:22"
"VARGHESE, RAMEN","Government","68.0","2024-05-11 10:19:52"
"Employee","Atividade de controle da gestão pessoal","0.0","2024-03-11 14:21:19"
"Mr. Bikramjeet Kaur","1000 Facemasks","180.0","2024-03-04 12:48:50"
"MARIA DIVINA SAMANTE","Horta","5.0","2024-12-15 13:15:26"
"Siddhartha Aneja","Computer equipment and support","1201.31","2024-06-22 09:49:59"
"Sandra","Hidroflor","86.43","2024-08-02 11:45:21"
"Lorena Lopez","Bico de aço","21.18","2024-06-03 16:35:00"
"Elijah Cunningham","Coffee","2.0","2024-09-23 19:37:12"
"Ahmed Abdel Fattah","Computer","308.0","2024-10-04 12:26:16"
"James S.","Office Supplies","35.0","2024-04-15 10:16:32"
"Vijay","Acquisition of set of 4 chairs","378.0","2024-11-20 15:27:55"
"Ogbonnia, Alphonsus","Battery","75.5","2024-08-13 10:20:59"
"Jesus David Rios Lopez","SALUD PUBLICA LOCAL","0.0","2024-05-02 16:29:49"
"Mrs. Elissa J. O'Donnell","Dispositivo de acesso a rede 100Mbps-24VAC/24VDC PoE","276.99","2024-07-02 00:00:00"
"KAJURIA, AARTI","ISSUE OF NON TAX PAYMENT CERTIFICATE","8.0","2024-04-13 09:43:01"
"Tomasz","Copper fittings","160.05","2024-05-15 12:00:00"
"Alfred Moses","ELECTRONIC AND COMMUNICATIONS EQUIPMENT, EQUIPMENT FOR CONSUMERS AND WORKERS, AND PROFESSIONAL AND SCIENTIFIC EQUIPMENT","1398.0","2024-07-08 10:41:19"
"Peter Kraus","Government","105.55","2024-12-31 16:02:12"
"ADAMS, JILL","Printer toner cartridge","42.3","2024-09-27 08:22:57"
"M. S. C. N. L. K.","Cartão de Reserva","172.5","2024-06-06 14:08:02"
"Michele","Caderno","26.61","2024-01-04 11:09:55"
"Linda P.","Computer FLASH 1GB (USB memory stick 1GB)","201.99","2024-11-07 16:17:56"
"Jessica Brady","CDR","7.49","2024-11-19 08:59:23"
"A.M. M.H.","Ferro e aço","12.8","2024-04-24 15:36:01"
"Amanda Claussen","Terapia de Mobilidade Fetal","12.0","2024-01-01 23:59:59"
"Daniel Razo","Compras","11.0","2024-11-19 08:51:47"
"Kayla Funk","Government","174.74","2024-05-22 20:59:20"
"Rajib Sarkar","MICROWAVE OVEN 25LT","116.1","2024-04-23 09:02:28"
"S. P. P.","Biodiesel","12.17","2024-07-21 14:29:43"
"Cristina Tilleria","NUNCA","0.0","2024-07-04 15:58:20"
"Mr Shahid Mehmood","Computer and Electronic Equipment","2493.0","2024-10-13 10:44:27"
"MichaÃ«l Mayer","servicos","1.61","2024-10-21 12:21:15"
"MRS ADEYEMI NKECHI","Laptop","5552.0","2024-09-07 14:13:15"
"Patton, Brittany","Street Cleaning - collection and disposal of all waste from street","1990.0","2024-02-08 14:21:53"
"AMADEE, Steven","Abelha Super 20","84.8","2024-01-11 17:32:23"
"HENRY, HENNIE","Rio de Janeiro","238.5","2024-06-06 17:21:36"
"BRUCE, MUNGAL","Garbage collection services","9.99","2024-08-16 12:35:03"
"Mr. Raihanul Islam","BROADBAND","20.0","2024-12-07 14:11:56"
"Mme P Gus","Acessório para computador","159.9","2024-08-22 03:48:01"
"FISHER, ANTHONY","Wooden Splint","27.26","2024-10-08 12:54:08"
"Alma","Salária de servidor público","45.0","2024-01-17 00:00:00"
"Dean, Kendall",17453107335350,"26.79","2024-06-07 14:26:00"
"Ahmed Hussain","Otis","3.69","2024-05-23 18:54:10"
"Thompson, Loretta","Telefone","115.99","2024-06-26 16:41:57"
"Ashish","Agriculture and Agrarian Reform","33.84","2024-09-11 10:15:20"
"KAMEL ATTIA","MÁQUINA DE MISTURAR","1467.56","2024-03-25 14:46:51"
"Siobhan Slocumb","19.93","112.24","2024-05-29 20:28:30"
"Daryl C. Wagner","(93) SUPLEMENTO DE SALARIO DE 100,00 (150,00) - VIGÊNCIA DO DIA 25/07/2017 À 24/07/2018 - T","150.0","2024-08-26 18:12:49"
"KONSTANTYN CHEN","Correspondence file","324.0","2024-05-03 08:35:37"
"Supreet Kaur","Fuel","78.45","2024-09-23 18:05:42"
"Luis Lopez","Battery","116.0","2024-01-01 18:04:36"
"Koh, Annie Chee Wan","Playing cards and card games","16.71","2024-08-31 00:00:00"
"SHEHAR, SUDHIR KAMAL KUMAR","Mobile Phone","1749.0","2024-02-11 12:57:52"
"Mr. Alvin Shyam","No","0.0","2024-09-07 17:18:55"
"Mohamed Hossein Khajouei","Cidade do Goiás","129.14","2024-06-13 17:16:45"
"Jacob Echevarria","Umbrella","5.6","2024-04-27 13:31:09"
"Mr. Oscar D. Thompson","Furniture","367.0","2024-03-27 17:22:01"
"Mr.  JIN XIAN","100000000,Computer Hardware,Huawei,Huawei Computer,186,000,000,00,000,000,000","128.0","2024-07-26 12:04:59"
"MARIA BRIDGET DELA CRUZ","Amortização do financiamento para compra de equipamentos e/ou veículos para uso na","5977.39","2024-05-18 13:20:22"
"Mrs. Brenda M. Johnston","Liquidized Gasoline","307.3","2024-12-31 21:16:53"
"PENKAVS, LIA","Tênis Nike Air Zoom Streak 6 Nike 130298-100 Tênis","430.0","2024-03-12 16:19:01"
"Taufiqur Rahman","CAR","3154.0","2024-02-24 22:15:11"
"DURVASA BANSOD","SANDWICH TUNA FISH","10.0","2024-10-15 13:20:35"
"Tina Cottrell","Mixer","19.87","2024-03-19 14:24:41"
"Nguyen Van Hoang","Jogos de vídeo","4.99","2024-08-13 18:50:13"
"Mr. D.","Office supplies","199.0","2024-08-01 14:03:47"
"CARR, MARGARET","Accounting Services","1068.0","2024-07-12 15:25:59"
"Maryam","Game","189.0","2024-05-16 09:47:46"
"John Doe","Government","34.23","2024-08-15 16:51:36"
"Bruce Bunch","Tampons","10.54","2024-06-25 18:05:48"
"Ali Raza","Book","79.99","2024-04-06 17:00:00"
"Elena","Sales","2.8","2024-03-05 16:50:47"
"Mrs. Amber Smith","Paraffin","105.93","2024-06-11 17:10:52"
"Ryan Bonds","Macbook Pro","1527.5","2024-07-11 10:14:32"
"Nguyen Thi Tuyet Thu","Hair dye","8.99","2024-01-16 07:29:52"
"MRS. NKECHI CHIOKE","Office Supplies","7.5","2024-08-05 10:39:02"
"Hart N","SERVICOS DAS TRANSPORTES TERRESTRES","152.4","2024-05-12 08:30:49"
"MARIANO, RODRIGO","SENSOR","462.0","2024-02-04 16:24:46"
"Maria Vila Verde","Fuel","11.25","2024-02-10 17:07:05"
"Abdulaziz Aljaber","IT related","102.0","2024-12-10 12:06:17"
"Renato","Caderno de Aprendizagem","14.7","2024-08-14 15:35:13"
"Geraldine Adair","LG 55LA7200 55"" 1080p 60Hz Full HD Smart LED TV with Freeview HD (Black)","874.0","2024-04-21 14:14:35"
"AJAY SINGH","Government","145.0","2024-12-01 14:04:07"
"Taylor, Donna","Rafael Nadal Tennis Shoes","429.0","2024-10-12 08:09:46"
"PADMAJA","Hidromassagem","399.0","2024-12-27 03:19:18"
"AKINWALE OLUWASEUN","Purchase of a vehicle","105000.0","2024-06-22 17:47:33"
"Krishna Subramanian","Office Supplies","1935.0","2024-04-20 11:45:15"
"Mr. Alexander","Machinery","24910.0","2024-02-07 16:12:45"
"Matthew","Office Furniture (Furniture)","120.73","2024-08-28 17:40:24"
"Glenn Long","Fiat Palio 1.8 LX 5P 1.8 Flex 170cv 5v 5p MANUAL","73850.0","2024-06-01 12:20:33"
"Krivoborodova Anna Konstantinovna","Расход на проезд по маршруту","100.0","2024-08-25 17:29:41"
"Alice R","Ações","28.0","2024-07-23 20:34:13"
"Andreas Meinhardt","Growth hormone","73.49","2024-04-29 22:21:49"
"Olga","MICRONICA","34.46","2024-01-03 18:32:35"
"Okeleke, Happiness Uchechi","Broom and bristles","1.88","2024-02-11 16:04:37"
"lamar.quimby","Gasoline, diesel, alcohol and fuel","151.31","2024-12-28 13:17:23"
"Peter R.","bread","9.99","2024-02-08 22:17:03"
"Anees Ahmed","Laptop","100.0","2024-12-14 14:56:45"
"JAMES THOMAS GERMAN","EURO 12V 7.5AH SLA BATTERY","115.74","2024-06-02 12:45:18"
"SRC-87038","Acao de Resgate","95.97","2024-05-22 13:08:27"
"HENRY, ROY","Escritório","116.97","2024-08-09 02:53:04"
"JAQUELINE GREER","Computador para escritório","850.0","2024-07-01 00:43:25"
"PATEL, ASHWIN","Microscope","328.84","2024-03-18 17:40:14"
"SANJAY KUMAR","Bananas","4.3","2024-04-01 13:43:06"
"John dela Cruz","1200000.0","1.0","2024-06-03 22:19:03"
"Robert N.","Iluminacao para vela","168.5","2024-04-03 13:21:33"
"Karolina Kowalska","International Trip","1.85","2024-03-10 02:45:48"
"Gigamesh","Hardware","145.0","2024-11-22 12:12:42"
"Davis, Jerry","Permanent Part Time","1127.5","2024-09-22 13:38:08"
"Mrs. Nabila A. West","Computer, technology device or equipment","292.7","2024-03-12 13:27:32"
"Hoang Thi Thanh Ha","Caneca de vidro","3.99","2024-07-11 03:49:18"
"Renita Hernandez","Banana","9.16","2024-06-21 17:02:27"
"Stanislav Kuznetsov","Spa","-0.93","2024-06-21 08:01:20"
"SALMA MUZAFFAR","Gasoline","121.94","2024-09-20 03:21:43"
"LIPOWSKI, Janusz","celular","1044.0","2024-12-20 11:11:58"
"Michael","Government","1000.0","2024-03-22 15:03:31"
"Nguyen Van Nhan","Government","17.0","2024-01-06 08:02:34"
"KOKUZOVA, Aida","Elevador","311.2","2024-01-01 00:00:00"
"FILOMENA IGNACIO MADRIGAL","Fornecimento de trabalhador","217.0","2024-06-11 07:08:23"
"RICHARD OTUGBE","Bakery","149.0","2024-02-24 23:45:40"
"Neelam Kaur","Baixa de Corrente","180.0","2024-07-26 15:47:47"
"Akosua Kwakye","A CONSULTA DE VENDA E PREÇO","17.17","2024-11-10 10:40:35"
"Chan, Ngan Fuk","Bamboo Chopsticks","0.83","2024-07-08 14:29:28"
"Roy Lombard","Papel","3.99","2024-07-07 17:48:36"
"Papa Sam","maternidade","232.9","2024-12-12 12:13:45"
"Salim","Projeto 100% Financiado - 100% Pago","12.0","2024-02-08 20:58:09"
"Folake","Fats and Oils","143.71","2024-03-05 18:45:27"
"Esmond Sim","sewing machine","1540.62","2024-09-01 11:27:50"
"Ken NOLAN","Audio Recording Equipment","1389.32","2024-05-23 16:20:40"
"Ala'a Mubarak","Housing","10287.0","2024-08-12 20:16:48"
"Tiffany M. Patterson","Sales Tax","40.5","2024-11-14 16:12:43"
"Melinda Tackett","Mesclado de limão e tangerina (Grapefruit and tangerine)","2.7","2024-02-20 10:32:50"
